cell,dataset,backbone,optimizer,epochs,head,stem,init_from,pretrained,aux_target,aux_tap,aux_lambda0,aux_lambda_final,subset_pct,n_images,n_seeds,acc_mean,acc_std,probe_mean,probe_std,n_probe_seeds,is_headline,bistable,baseline_cell,base_acc,delta,delta_sem,G,G_sem,readout
diagcos_c100_aux_1pct,cifar100,resnet18,sgd,200,cosine,none,,,energy-magnitude,layer3,1.0,0.0,1,500,3,10.99,0.14,29.02,0.23,3,no,,diagcos_c100_none_1pct,9.39,1.60,0.17,3.36,0.14,-1.76
diagcos_c100_none_1pct,cifar100,resnet18,sgd,200,cosine,none,,,,,,,1,500,3,9.39,0.26,25.66,0.07,3,no,,,,,,,,
diagcos_tin_aux_1pct,tin,resnet18,sgd,200,cosine,none,,,energy-magnitude,layer3,1.0,0.0,1,1000,3,6.22,0.21,20.07,0.14,3,no,,diagcos_tin_none_1pct,5.30,0.92,0.15,4.08,0.20,-3.17
diagcos_tin_none_1pct,tin,resnet18,sgd,200,cosine,none,,,,,,,1,1000,3,5.30,0.17,15.98,0.31,3,no,,,,,,,,
diagdeit_aux_100pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,100,50000,3,75.25,0.17,74.69,0.02,3,no,,diagdeit_none_100pct,61.39,13.86,0.28,12.90,0.22,0.96
diagdeit_aux_10pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,10,5000,3,41.29,0.27,50.31,0.36,3,no,,diagdeit_none_10pct,20.28,21.00,0.89,22.31,1.06,-1.31
diagdeit_aux_15pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,15,7500,3,48.66,0.67,55.26,0.93,3,no,,diagdeit_none_15pct,24.07,24.59,2.49,23.99,2.32,0.59
diagdeit_aux_1pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,1,500,3,9.68,0.45,24.93,0.26,3,no,,diagdeit_none_1pct,6.48,3.20,0.46,10.07,0.70,-6.87
diagdeit_aux_25pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,25,12500,3,57.32,0.17,61.28,0.23,3,no,,diagdeit_none_25pct,32.27,25.05,0.51,22.71,0.72,2.34
diagdeit_aux_2pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,2,1000,3,15.99,0.38,31.80,0.80,3,no,,diagdeit_none_2pct,9.98,6.01,0.24,12.43,0.83,-6.42
diagdeit_aux_3pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,3,1500,3,20.79,0.21,35.69,0.11,3,no,,diagdeit_none_3pct,11.31,9.48,0.21,15.94,0.34,-6.46
diagdeit_aux_5pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,5,2500,6,28.87,0.64,41.68,0.21,3,no,,diagdeit_none_5pct,12.55,16.32,0.70,21.51,1.08,-5.19
diagdeit_aux_7pct,cifar100,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,7,3500,3,34.67,0.66,45.41,0.47,3,no,,diagdeit_none_7pct,15.98,18.69,0.60,21.71,0.54,-3.03
diagdeit_aux_tin_100pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,100,100000,3,57.32,0.48,56.42,0.47,3,no,,diagdeit_none_tin_100pct,50.72,6.60,1.34,6.21,1.44,0.39
diagdeit_aux_tin_10pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,10,10000,3,27.43,0.32,,,,no,,diagdeit_none_tin_10pct,10.49,16.94,2.00,,,
diagdeit_aux_tin_15pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,15,15000,3,31.85,0.68,38.15,0.23,3,no,,diagdeit_none_tin_15pct,15.15,16.70,2.83,17.52,3.47,-0.82
diagdeit_aux_tin_1pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,1,1000,3,7.01,0.10,19.30,0.44,3,no,,diagdeit_none_tin_1pct,3.99,3.02,0.09,8.37,0.39,-5.35
diagdeit_aux_tin_25pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,25,25000,3,38.24,0.44,42.31,0.60,3,no,,diagdeit_none_tin_25pct,23.14,15.11,1.48,14.17,1.53,0.94
diagdeit_aux_tin_2pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,2,2000,3,10.84,0.09,23.22,0.67,3,no,,diagdeit_none_tin_2pct,4.28,6.56,0.94,14.21,2.24,-7.65
diagdeit_aux_tin_5pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,5,5000,3,18.46,0.39,29.32,0.36,3,no,,diagdeit_none_tin_5pct,8.29,10.18,0.52,15.56,0.79,-5.39
diagdeit_none_100pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,100,50000,3,61.39,0.46,61.79,0.38,3,no,,,,,,,,
diagdeit_none_10pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,10,5000,3,20.28,1.52,28.00,1.80,3,no,,,,,,,,
diagdeit_none_15pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,15,7500,3,24.07,4.25,31.26,3.90,3,no,,,,,,,,
diagdeit_none_1pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,1,500,3,6.48,0.66,14.87,1.18,3,no,,,,,,,,
diagdeit_none_25pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,25,12500,3,32.27,0.87,38.57,1.23,3,no,,,,,,,,
diagdeit_none_2pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,2,1000,3,9.98,0.16,19.38,1.19,3,no,,,,,,,,
diagdeit_none_3pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,3,1500,3,11.31,0.30,19.75,0.58,3,no,,,,,,,,
diagdeit_none_5pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,5,2500,3,12.55,1.12,20.17,1.86,3,no,,,,,,,,
diagdeit_none_7pct,cifar100,vit_tiny,adamw,200,linear,none,,,,,,,7,3500,3,15.98,0.80,23.70,0.81,3,no,,,,,,,,
diagdeit_none_tin_100pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,100,100000,3,50.72,2.27,50.20,2.44,3,no,,,,,,,,
diagdeit_none_tin_10pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,10,10000,3,10.49,3.45,,,,no,,,,,,,,
diagdeit_none_tin_15pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,15,15000,3,15.15,4.86,20.62,6.01,3,no,,,,,,,,
diagdeit_none_tin_1pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,1,1000,3,3.99,0.11,10.92,0.51,3,no,,,,,,,,
diagdeit_none_tin_25pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,25,25000,3,23.14,2.52,28.14,2.58,3,no,,,,,,,,
diagdeit_none_tin_2pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,2,2000,3,4.28,1.63,9.00,3.83,3,no,,,,,,,,
diagdeit_none_tin_5pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,5,5000,3,8.29,0.82,13.76,1.31,3,no,,,,,,,,
diagdeitmae_vit_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,34.53,0.94,43.18,1.11,3,no,,diagdeit_none_10pct,20.28,14.24,1.03,15.18,1.22,-0.94
diagdeitmae_vit_1pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,1,500,3,7.42,0.26,16.48,0.38,3,no,,diagdeit_none_1pct,6.48,0.93,0.41,1.61,0.72,-0.68
diagdeitmae_vit_25pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,25,12500,3,50.47,1.57,54.83,1.41,3,no,,diagdeit_none_25pct,32.27,18.20,1.04,16.26,1.08,1.94
diagdeitmae_vit_2pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,2,1000,3,11.09,0.82,21.51,1.39,3,no,,diagdeit_none_2pct,9.98,1.11,0.49,2.14,1.06,-1.02
diagdeitmae_vit_5pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,5,2500,3,21.27,4.39,32.02,6.00,3,no,,diagdeit_none_5pct,12.55,8.72,2.62,11.85,3.63,-3.13
diagdeitssl_simclr_100pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,100,50000,3,73.25,0.51,,,,no,,diagdeit_none_100pct,61.39,11.86,0.39,,,
diagdeitssl_simclr_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,36.06,1.18,45.38,1.02,3,no,,diagdeit_none_10pct,20.28,15.78,1.11,17.38,1.19,-1.60
diagdeitssl_simclr_15pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,15,7500,3,43.46,0.43,,,,no,,diagdeit_none_15pct,24.07,19.38,2.47,,,
diagdeitssl_simclr_1pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,1,500,3,7.20,0.74,,,,no,,diagdeit_none_1pct,6.48,0.72,0.57,,,
diagdeitssl_simclr_25pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,25,12500,3,52.31,0.51,56.26,0.35,3,no,,diagdeit_none_25pct,32.27,20.04,0.58,17.69,0.74,2.35
diagdeitssl_simclr_2pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,2,1000,3,11.25,0.66,,,,no,,diagdeit_none_2pct,9.98,1.27,0.39,,,
diagdeitssl_simclr_3pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,3,1500,3,14.28,1.71,,,,no,,diagdeit_none_3pct,11.31,2.97,1.00,,,
diagdeitssl_simclr_5pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,5,2500,3,21.64,2.53,33.25,3.80,3,no,,diagdeit_none_5pct,12.55,9.09,1.60,13.08,2.44,-3.99
diagdeitssl_simclr_7pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,7,3500,3,29.58,0.78,,,,no,,diagdeit_none_7pct,15.98,13.60,0.65,,,
diagdeitssl_tin_simclr_10pct,tin,vit_tiny,adamw,200,linear,none,yes,,,,,,10,10000,3,25.45,0.46,,,,no,,diagdeit_none_tin_10pct,10.49,14.96,2.01,,,
diagdeitssl_tin_simclr_25pct,tin,vit_tiny,adamw,200,linear,none,yes,,,,,,25,25000,3,38.48,0.62,42.40,0.54,3,no,,diagdeit_none_tin_25pct,23.14,15.34,1.50,14.26,1.52,1.08
diagdeitssl_tin_simclr_5pct,tin,vit_tiny,adamw,200,linear,none,yes,,,,,,5,5000,3,16.67,0.31,26.31,0.75,3,no,,diagdeit_none_tin_5pct,8.29,8.38,0.51,12.55,0.87,-4.17
diagdeitsslaux_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,energy-magnitude,blocks.8,1.0,0.0,10,5000,3,37.72,0.99,,,,no,,diagdeit_none_10pct,20.28,17.44,1.05,,,
diagdeitsslbudget_simclr800_vit_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,40.57,1.00,49.24,0.73,3,no,,diagdeit_none_10pct,20.28,20.29,1.05,21.24,1.12,-0.95
diagdeitsslbudget_simclr800_vit_25pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,25,12500,3,55.85,0.31,59.10,0.20,3,no,,diagdeit_none_25pct,32.27,23.58,0.53,20.53,0.72,3.04
diagdeitsslbudget_simclr800_vit_5pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,5,2500,6,30.45,0.76,42.65,0.55,6,no,,diagdeit_none_5pct,12.55,17.90,0.72,22.49,1.10,-4.59
diagdeitsslbudget_simclr800_vit_tin_10pct,tin,vit_tiny,adamw,200,linear,none,yes,,,,,,10,10000,3,27.73,0.85,35.51,0.59,3,no,,diagdeit_none_tin_10pct,10.49,17.24,2.05,,,
diagdeitsslbudget_simclr800_vit_tin_25pct,tin,vit_tiny,adamw,200,linear,none,yes,,,,,,25,25000,3,36.53,0.37,40.45,0.27,3,no,,diagdeit_none_tin_25pct,23.14,13.39,1.47,12.31,1.50,1.08
diagdeitsslbudget_simclr800_vit_tin_5pct,tin,vit_tiny,adamw,200,linear,none,yes,,,,,,5,5000,3,19.81,0.50,31.19,0.49,3,no,,diagdeit_none_tin_5pct,8.29,11.52,0.56,17.43,0.81,-5.91
diagdeitsslsv_simclr_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,26.25,0.77,34.27,0.98,3,no,,diagdeit_none_10pct,20.28,5.97,0.98,6.27,1.18,-0.30
diagdeitsslsv_simclr_25pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,25,12500,3,40.75,1.97,46.22,2.32,3,no,,diagdeit_none_25pct,32.27,8.48,1.25,7.65,1.52,0.83
diagdeitsslsv_simclr_5pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,5,2500,3,17.52,1.49,26.52,1.68,3,no,,diagdeit_none_5pct,12.55,4.97,1.08,6.36,1.45,-1.39
diagdepth_r34_cub_aux_10pct,cub,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,599,3,2.07,0.05,,,,no,,diagdepth_r34_cub_none_10pct,1.97,0.09,0.07,,,
diagdepth_r34_cub_aux_25pct,cub,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,1498,3,6.60,0.12,,,,no,,diagdepth_r34_cub_none_25pct,5.91,0.69,0.09,,,
diagdepth_r34_cub_aux_5pct,cub,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,300,3,1.47,0.02,,,,no,,diagdepth_r34_cub_none_5pct,1.51,-0.04,0.03,,,
diagdepth_r34_cub_none_10pct,cub,resnet34,sgd,200,linear,none,,,,,,,10,599,3,1.97,0.11,,,,no,,,,,,,,
diagdepth_r34_cub_none_25pct,cub,resnet34,sgd,200,linear,none,,,,,,,25,1498,3,5.91,0.11,,,,no,,,,,,,,
diagdepth_r34_cub_none_5pct,cub,resnet34,sgd,200,linear,none,,,,,,,5,300,3,1.51,0.05,,,,no,,,,,,,,
diagdepth_r34_dtd_aux_10pct,dtd,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,376,3,12.85,0.25,,,,no,,diagdepth_r34_dtd_none_10pct,10.59,2.27,0.20,,,
diagdepth_r34_dtd_aux_25pct,dtd,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,940,3,19.79,0.28,,,,no,,diagdepth_r34_dtd_none_25pct,17.16,2.62,0.49,,,
diagdepth_r34_dtd_aux_5pct,dtd,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,188,3,8.65,0.32,,,,no,,diagdepth_r34_dtd_none_5pct,8.21,0.44,0.22,,,
diagdepth_r34_dtd_none_10pct,dtd,resnet34,sgd,200,linear,none,,,,,,,10,376,3,10.59,0.24,,,,no,,,,,,,,
diagdepth_r34_dtd_none_25pct,dtd,resnet34,sgd,200,linear,none,,,,,,,25,940,3,17.16,0.80,,,,no,,,,,,,,
diagdepth_r34_dtd_none_5pct,dtd,resnet34,sgd,200,linear,none,,,,,,,5,188,3,8.21,0.22,,,,no,,,,,,,,
diagdepth_r34_esat_aux_10pct,eurosat,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,2160,3,94.84,0.21,,,,no,,diagdepth_r34_esat_none_10pct,94.27,0.57,0.19,,,
diagdepth_r34_esat_aux_25pct,eurosat,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,5400,3,97.29,0.09,,,,no,,diagdepth_r34_esat_none_25pct,97.36,-0.07,0.09,,,
diagdepth_r34_esat_aux_5pct,eurosat,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,1080,3,91.98,0.23,,,,no,,diagdepth_r34_esat_none_5pct,91.11,0.87,0.42,,,
diagdepth_r34_esat_none_10pct,eurosat,resnet34,sgd,200,linear,none,,,,,,,10,2160,3,94.27,0.26,,,,no,,,,,,,,
diagdepth_r34_esat_none_25pct,eurosat,resnet34,sgd,200,linear,none,,,,,,,25,5400,3,97.36,0.12,,,,no,,,,,,,,
diagdepth_r34_esat_none_5pct,eurosat,resnet34,sgd,200,linear,none,,,,,,,5,1080,3,91.11,0.69,,,,no,,,,,,,,
diagdepth_r34_food_aux_10pct,food101,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,7575,3,44.13,0.65,,,,no,,diagdepth_r34_food_none_10pct,42.94,1.19,0.42,,,
diagdepth_r34_food_aux_25pct,food101,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,18938,3,62.97,0.24,,,,no,,diagdepth_r34_food_none_25pct,64.54,-1.57,0.30,,,
diagdepth_r34_food_aux_5pct,food101,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,3788,3,27.08,0.34,,,,no,,diagdepth_r34_food_none_5pct,21.83,5.24,0.35,,,
diagdepth_r34_food_none_10pct,food101,resnet34,sgd,200,linear,none,,,,,,,10,7575,3,42.94,0.33,,,,no,,,,,,,,
diagdepth_r34_food_none_25pct,food101,resnet34,sgd,200,linear,none,,,,,,,25,18938,3,64.54,0.46,,,,no,,,,,,,,
diagdepth_r34_food_none_5pct,food101,resnet34,sgd,200,linear,none,,,,,,,5,3788,3,21.83,0.49,,,,no,,,,,,,,
diagdepth_r34_path_aux_10pct,pathmnist,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,9000,3,93.67,0.89,,,,no,,diagdepth_r34_path_none_10pct,92.55,1.12,0.52,,,
diagdepth_r34_path_aux_25pct,pathmnist,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,22499,3,91.29,0.42,,,,no,,diagdepth_r34_path_none_25pct,90.40,0.88,0.49,,,
diagdepth_r34_path_aux_5pct,pathmnist,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,4500,3,93.22,0.20,,,,no,,diagdepth_r34_path_none_5pct,91.58,1.64,0.37,,,
diagdepth_r34_path_none_10pct,pathmnist,resnet34,sgd,200,linear,none,,,,,,,10,9000,3,92.55,0.10,,,,no,,,,,,,,
diagdepth_r34_path_none_25pct,pathmnist,resnet34,sgd,200,linear,none,,,,,,,25,22499,3,90.40,0.74,,,,no,,,,,,,,
diagdepth_r34_path_none_5pct,pathmnist,resnet34,sgd,200,linear,none,,,,,,,5,4500,3,91.58,0.61,,,,no,,,,,,,,
diagdepth_r34_stl_aux_10pct,stl10,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,500,3,49.07,0.28,,,,no,,diagdepth_r34_stl_none_10pct,41.80,7.28,0.29,,,
diagdepth_r34_stl_aux_25pct,stl10,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,1250,3,64.60,0.83,,,,no,,diagdepth_r34_stl_none_25pct,58.65,5.96,0.61,,,
diagdepth_r34_stl_aux_5pct,stl10,resnet34,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,250,3,33.49,0.14,,,,no,,diagdepth_r34_stl_none_5pct,30.88,2.61,0.65,,,
diagdepth_r34_stl_none_10pct,stl10,resnet34,sgd,200,linear,none,,,,,,,10,500,3,41.80,0.42,,,,no,,,,,,,,
diagdepth_r34_stl_none_25pct,stl10,resnet34,sgd,200,linear,none,,,,,,,25,1250,3,58.65,0.65,,,,no,,,,,,,,
diagdepth_r34_stl_none_5pct,stl10,resnet34,sgd,200,linear,none,,,,,,,5,250,3,30.88,1.13,,,,no,,,,,,,,
diagdepth_r50_cub_aux_10pct,cub,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,599,3,2.08,0.18,,,,no,,diagdepth_r50_cub_none_10pct,1.70,0.37,0.11,,,
diagdepth_r50_cub_aux_25pct,cub,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,1498,3,6.45,0.23,,,,no,,diagdepth_r50_cub_none_25pct,4.41,2.05,0.14,,,
diagdepth_r50_cub_aux_5pct,cub,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,300,3,1.39,0.11,,,,no,,diagdepth_r50_cub_none_5pct,1.35,0.04,0.09,,,
diagdepth_r50_cub_none_10pct,cub,resnet50,sgd,200,linear,none,,,,,,,10,599,3,1.70,0.01,,,,no,,,,,,,,
diagdepth_r50_cub_none_25pct,cub,resnet50,sgd,200,linear,none,,,,,,,25,1498,3,4.41,0.08,,,,no,,,,,,,,
diagdepth_r50_cub_none_5pct,cub,resnet50,sgd,200,linear,none,,,,,,,5,300,3,1.35,0.11,,,,no,,,,,,,,
diagdepth_r50_dtd_aux_10pct,dtd,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,376,3,11.40,0.49,,,,no,,diagdepth_r50_dtd_none_10pct,10.46,0.94,0.29,,,
diagdepth_r50_dtd_aux_25pct,dtd,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,940,3,19.88,1.17,,,,no,,diagdepth_r50_dtd_none_25pct,16.90,2.98,0.71,,,
diagdepth_r50_dtd_aux_5pct,dtd,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,188,3,7.64,0.20,,,,no,,diagdepth_r50_dtd_none_5pct,7.89,-0.25,0.23,,,
diagdepth_r50_dtd_none_10pct,dtd,resnet50,sgd,200,linear,none,,,,,,,10,376,3,10.46,0.08,,,,no,,,,,,,,
diagdepth_r50_dtd_none_25pct,dtd,resnet50,sgd,200,linear,none,,,,,,,25,940,3,16.90,0.39,,,,no,,,,,,,,
diagdepth_r50_dtd_none_5pct,dtd,resnet50,sgd,200,linear,none,,,,,,,5,188,3,7.89,0.34,,,,no,,,,,,,,
diagdepth_r50_esat_aux_10pct,eurosat,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,2160,3,94.44,0.19,,,,no,,diagdepth_r50_esat_none_10pct,93.62,0.81,0.14,,,
diagdepth_r50_esat_aux_25pct,eurosat,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,5400,3,97.40,0.02,,,,no,,diagdepth_r50_esat_none_25pct,97.20,0.20,0.04,,,
diagdepth_r50_esat_aux_5pct,eurosat,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,1080,3,90.88,0.31,,,,no,,diagdepth_r50_esat_none_5pct,89.32,1.56,0.18,,,
diagdepth_r50_esat_none_10pct,eurosat,resnet50,sgd,200,linear,none,,,,,,,10,2160,3,93.62,0.16,,,,no,,,,,,,,
diagdepth_r50_esat_none_25pct,eurosat,resnet50,sgd,200,linear,none,,,,,,,25,5400,3,97.20,0.07,,,,no,,,,,,,,
diagdepth_r50_esat_none_5pct,eurosat,resnet50,sgd,200,linear,none,,,,,,,5,1080,3,89.32,0.04,,,,no,,,,,,,,
diagdepth_r50_food_aux_10pct,food101,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,7575,3,48.28,0.63,,,,no,,diagdepth_r50_food_none_10pct,42.41,5.87,0.91,,,
diagdepth_r50_food_aux_25pct,food101,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,18938,3,66.99,0.18,,,,no,,diagdepth_r50_food_none_25pct,67.10,-0.11,0.12,,,
diagdepth_r50_food_aux_5pct,food101,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,3788,3,28.94,0.31,,,,no,,diagdepth_r50_food_none_5pct,19.95,8.99,0.25,,,
diagdepth_r50_food_none_10pct,food101,resnet50,sgd,200,linear,none,,,,,,,10,7575,3,42.41,1.44,,,,no,,,,,,,,
diagdepth_r50_food_none_25pct,food101,resnet50,sgd,200,linear,none,,,,,,,25,18938,3,67.10,0.11,,,,no,,,,,,,,
diagdepth_r50_food_none_5pct,food101,resnet50,sgd,200,linear,none,,,,,,,5,3788,3,19.95,0.31,,,,no,,,,,,,,
diagdepth_r50_path_aux_10pct,pathmnist,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,9000,3,93.92,0.79,,,,no,,diagdepth_r50_path_none_10pct,91.88,2.03,0.52,,,
diagdepth_r50_path_aux_25pct,pathmnist,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,22499,3,89.65,2.08,,,,no,,diagdepth_r50_path_none_25pct,88.86,0.78,1.34,,,
diagdepth_r50_path_aux_5pct,pathmnist,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,4500,3,93.18,0.21,,,,no,,diagdepth_r50_path_none_5pct,91.77,1.41,0.18,,,
diagdepth_r50_path_none_10pct,pathmnist,resnet50,sgd,200,linear,none,,,,,,,10,9000,3,91.88,0.43,,,,no,,,,,,,,
diagdepth_r50_path_none_25pct,pathmnist,resnet50,sgd,200,linear,none,,,,,,,25,22499,3,88.86,1.04,,,,no,,,,,,,,
diagdepth_r50_path_none_5pct,pathmnist,resnet50,sgd,200,linear,none,,,,,,,5,4500,3,91.77,0.22,,,,no,,,,,,,,
diagdepth_r50_stl_aux_10pct,stl10,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,500,3,45.06,2.98,,,,no,,diagdepth_r50_stl_none_10pct,37.20,7.86,1.83,,,
diagdepth_r50_stl_aux_25pct,stl10,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,1250,3,60.47,0.81,,,,no,,diagdepth_r50_stl_none_25pct,55.26,5.21,0.77,,,
diagdepth_r50_stl_aux_5pct,stl10,resnet50,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,5,250,3,31.13,1.06,,,,no,,diagdepth_r50_stl_none_5pct,28.75,2.39,0.67,,,
diagdepth_r50_stl_none_10pct,stl10,resnet50,sgd,200,linear,none,,,,,,,10,500,3,37.20,1.09,,,,no,,,,,,,,
diagdepth_r50_stl_none_25pct,stl10,resnet50,sgd,200,linear,none,,,,,,,25,1250,3,55.26,1.06,,,,no,,,,,,,,
diagdepth_r50_stl_none_5pct,stl10,resnet50,sgd,200,linear,none,,,,,,,5,250,3,28.75,0.49,,,,no,,,,,,,,
diagfuse_esat_aug_10pct,eurosat,resnet18,sgd,200,linear,none,,,,,,,10,2160,3,93.54,0.54,96.02,0.16,3,no,,,,,,,,
diagfuse_esat_aug_25pct,eurosat,resnet18,sgd,200,linear,none,,,,,,,25,5400,3,97.56,0.04,98.09,0.08,3,no,,,,,,,,
diagfuse_esat_aug_5pct,eurosat,resnet18,sgd,200,linear,none,,,,,,,5,1080,3,83.12,1.71,92.23,0.58,3,no,,,,,,,,
diagfuse_esat_prioraug_10pct,eurosat,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,10,2160,3,94.35,0.17,96.49,0.10,3,no,,diagfuse_esat_aug_10pct,93.54,0.81,0.33,0.47,0.11,0.34
diagfuse_esat_prioraug_25pct,eurosat,resnet18,sgd,200,linear,none,,,energy-magnitude,layer3,1.0,0.0,25,5400,3,97.19,0.18,98.03,0.11,3,no,,diagfuse_esat_aug_25pct,97.56,-0.37,0.11,-0.06,0.08,-0.31
